W_x,L_x,W_PCT_x,MIN_x,FGM_x,FGA_x,FG_PCT_x,FG3M_x,FG3A_x,FG3_PCT_x,FTM_x,FTA_x,FT_PCT_x,OREB_x,DREB_x,REB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,W_y,L_y,W_PCT_y,MIN_y,FGM_y,FGA_y,FG_PCT_y,FG3M_y,FG3A_y,FG3_PCT_y,FTM_y,FTA_y,FT_PCT_y,OREB_y,DREB_y,REB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,totalPoints
41,37,0.526,240,45,86,0.523,13,37,0.351,26,29,0.897,10,26,36,27,6,0,8,16,37,41,0.474,240,47,77,0.61,14,34,0.412,14,16,0.875,1,30,31,32,3,2,14,23,251
40,35,0.533,240,38,80,0.475,12,30,0.4,12,14,0.857,8,24,32,22,5,4,12,19,40,34,0.541,240,44,89,0.494,18,40,0.45,23,25,0.92,17,28,45,30,6,6,6,18,229
40,34,0.541,240,45,79,0.57,16,28,0.571,21,26,0.808,2,27,29,28,9,1,10,18,42,32,0.568,240,42,82,0.512,16,40,0.4,20,25,0.8,9,33,42,29,7,5,16,25,247
38,33,0.535,240,49,82,0.598,13,29,0.448,27,33,0.818,8,33,41,33,8,5,13,16,41,27,0.603,240,46,91,0.505,18,46,0.391,9,14,0.643,12,27,39,29,6,1,16,20,257
37,33,0.529,240,37,79,0.468,14,34,0.412,31,36,0.861,9,28,37,20,12,4,13,13,33,36,0.478,240,43,90,0.478,16,38,0.421,13,18,0.722,16,32,48,31,7,4,18,25,234
36,32,0.529,240,42,82,0.512,14,29,0.483,21,23,0.913,11,35,46,22,7,4,16,20,42,27,0.609,240,40,86,0.465,18,43,0.419,17,21,0.81,8,26,34,25,5,6,11,20,234
35,32,0.522,240,35,70,0.5,8,29,0.276,22,29,0.759,10,27,37,22,7,4,22,19,42,26,0.618,240,39,80,0.488,9,28,0.321,17,19,0.895,7,25,32,26,13,3,15,23,204
35,31,0.53,240,41,77,0.532,16,29,0.552,32,37,0.865,8,24,32,27,6,4,11,17,32,33,0.492,240,51,92,0.554,9,29,0.31,17,23,0.739,12,25,37,28,5,0,10,25,258
34,31,0.523,240,42,83,0.506,13,35,0.371,20,23,0.87,12,31,43,31,5,3,19,19,32,32,0.5,240,37,79,0.468,9,30,0.3,26,30,0.867,10,27,37,22,12,1,16,23,226
33,31,0.516,240,39,81,0.481,12,25,0.48,30,32,0.938,11,28,39,23,7,2,12,17,38,27,0.585,240,47,81,0.58,17,41,0.415,11,17,0.647,6,28,34,23,8,4,11,23,242
33,30,0.524,240,34,78,0.436,7,29,0.241,21,23,0.913,5,28,33,18,3,2,12,17,40,21,0.656,240,41,83,0.494,15,39,0.385,22,22,1.0,9,32,41,25,6,5,8,20,215
32,26,0.552,240,39,89,0.438,12,35,0.343,18,20,0.9,9,25,34,25,9,4,8,14,40,18,0.69,240,44,76,0.579,11,28,0.393,13,15,0.867,6,33,39,34,3,4,13,18,220
31,25,0.554,240,32,77,0.416,12,38,0.316,21,22,0.955,6,34,40,21,11,6,16,23,13,43,0.232,240,35,84,0.417,7,30,0.233,18,24,0.75,10,37,47,23,11,4,16,21,192
30,25,0.545,240,37,79,0.468,6,19,0.316,36,39,0.923,15,33,48,21,7,3,11,22,25,31,0.446,240,38,78,0.487,15,33,0.455,20,28,0.714,5,26,31,24,3,5,11,25,227
28,22,0.56,240,39,85,0.459,10,33,0.303,22,26,0.846,5,32,37,28,9,3,11,19,19,30,0.388,240,33,69,0.478,12,34,0.353,27,32,0.844,2,38,40,21,5,3,20,23,215
27,22,0.551,240,34,94,0.362,12,33,0.364,18,23,0.783,14,37,51,21,7,2,7,18,35,14,0.714,240,32,74,0.432,10,32,0.313,21,27,0.778,5,39,44,21,5,6,17,22,193
26,22,0.542,240,35,80,0.438,8,34,0.235,22,27,0.815,12,30,42,17,16,1,21,14,26,21,0.553,240,37,78,0.474,8,30,0.267,14,18,0.778,8,33,41,24,17,4,24,22,196
24,20,0.545,240,45,87,0.517,11,22,0.5,10,12,0.833,13,38,51,17,9,3,11,14,27,16,0.628,240,34,84,0.405,19,48,0.396,8,12,0.667,7,25,32,26,7,2,10,13,206
23,20,0.535,240,42,95,0.442,9,34,0.265,15,16,0.938,18,43,61,22,8,1,13,8,27,15,0.643,240,35,87,0.402,22,57,0.386,10,15,0.667,8,31,39,20,10,2,10,12,210
22,20,0.524,240,31,79,0.392,10,33,0.303,40,40,1.0,13,28,41,18,10,4,19,19,18,23,0.439,240,44,91,0.484,9,35,0.257,14,21,0.667,14,30,44,27,8,3,18,27,223
21,20,0.512,240,38,92,0.413,13,35,0.371,12,17,0.706,16,25,41,22,8,4,11,17,27,13,0.675,240,39,76,0.513,12,33,0.364,12,15,0.8,6,34,40,22,8,8,16,21,203
18,17,0.514,240,44,92,0.478,11,35,0.314,13,16,0.813,10,27,37,20,14,4,5,15,14,21,0.4,240,37,77,0.481,13,36,0.361,11,15,0.733,8,36,44,25,2,4,24,16,210
17,17,0.5,240,47,102,0.461,13,49,0.265,6,8,0.75,13,27,40,27,9,3,9,17,16,18,0.471,240,43,79,0.544,15,34,0.441,9,14,0.643,8,36,44,31,4,3,22,14,223
16,17,0.485,240,41,95,0.432,13,33,0.394,13,14,0.929,13,25,38,23,7,3,10,13,17,16,0.515,240,40,83,0.482,21,47,0.447,10,14,0.714,9,34,43,26,5,6,16,23,219
16,16,0.5,240,38,81,0.469,15,44,0.341,12,17,0.706,9,26,35,26,9,0,13,16,12,18,0.4,240,40,73,0.548,13,31,0.419,20,24,0.833,5,34,39,24,7,0,16,16,216
12,15,0.444,240,39,81,0.481,13,34,0.382,20,28,0.714,5,27,32,26,5,3,10,22,8,18,0.308,240,42,78,0.538,7,21,0.333,24,31,0.774,9,37,46,24,8,4,18,21,226
12,14,0.462,240,46,90,0.511,12,32,0.375,11,14,0.786,7,36,43,24,11,1,8,20,14,13,0.519,240,37,80,0.463,17,36,0.472,19,21,0.905,7,36,43,24,3,3,16,16,225
11,14,0.44,240,33,77,0.429,10,32,0.313,20,26,0.769,7,33,40,21,7,2,15,20,7,19,0.269,240,43,87,0.494,19,41,0.463,11,15,0.733,9,31,40,27,8,1,12,19,212
9,11,0.45,240,42,89,0.472,7,26,0.269,19,23,0.826,10,37,47,24,5,5,10,19,10,9,0.526,240,40,93,0.43,11,39,0.282,16,20,0.8,13,32,45,27,7,9,12,18,217
8,11,0.421,240,39,93,0.419,16,41,0.39,19,22,0.864,14,39,53,20,7,5,12,18,10,8,0.556,240,42,89,0.472,10,38,0.263,11,19,0.579,7,36,43,27,7,5,14,20,218
7,7,0.5,240,38,83,0.458,15,33,0.455,22,25,0.88,17,25,42,23,6,4,14,10,8,5,0.615,240,48,99,0.485,14,36,0.389,2,4,0.5,20,25,45,22,9,4,11,22,225
6,7,0.462,240,49,93,0.527,16,41,0.39,18,21,0.857,9,37,46,32,7,5,12,19,3,11,0.214,240,46,90,0.511,9,31,0.29,14,16,0.875,4,33,37,25,4,3,12,21,247
5,7,0.417,265,39,90,0.433,10,36,0.278,29,36,0.806,8,30,38,21,9,1,10,25,3,10,0.231,265,43,88,0.489,14,39,0.359,12,20,0.6,8,42,50,23,4,2,20,30,229
4,7,0.364,240,40,84,0.476,14,39,0.359,13,15,0.867,5,27,32,28,11,2,10,18,7,3,0.7,240,38,72,0.528,16,37,0.432,18,21,0.857,4,33,37,27,7,2,18,16,217
4,5,0.444,240,44,89,0.494,11,34,0.324,11,13,0.846,9,37,46,27,5,5,11,20,2,5,0.286,240,41,86,0.477,13,36,0.361,12,14,0.857,4,35,39,29,4,3,12,18,217
3,5,0.375,240,40,88,0.455,16,42,0.381,20,20,1.0,9,30,39,32,7,3,15,16,3,5,0.375,240,39,84,0.464,18,49,0.367,13,17,0.765,10,31,41,31,8,5,20,22,225
1,3,0.25,240,29,83,0.349,8,34,0.235,24,27,0.889,8,38,46,19,5,3,12,15,2,2,0.5,240,34,86,0.395,14,32,0.438,16,20,0.8,10,42,52,22,6,6,12,22,188
1,2,0.333,240,38,76,0.5,11,30,0.367,25,27,0.926,6,38,44,28,2,2,15,26,1,2,0.333,240,37,87,0.425,14,39,0.359,21,28,0.75,8,29,37,24,9,5,6,25,221
0,2,0.0,240,42,92,0.457,8,26,0.308,12,15,0.8,11,25,36,23,8,3,9,18,2,0,1.0,240,41,79,0.519,14,33,0.424,15,15,1.0,12,31,43,17,4,11,19,23,215
0,1,0.0,240,37,80,0.463,12,28,0.429,22,28,0.786,8,38,46,21,6,2,19,24,1,0,1.0,240,41,93,0.441,13,36,0.361,21,28,0.75,12,34,46,23,12,6,14,26,224
58,23,0.716,240,42,92,0.457,21,49,0.429,9,11,0.818,11,27,38,30,5,3,17,15,51,30,0.63,240,53,93,0.57,20,42,0.476,11,15,0.733,11,33,44,39,9,6,12,20,251
58,22,0.725,240,39,92,0.424,18,46,0.391,9,11,0.818,13,40,53,26,7,3,12,13,38,42,0.475,240,36,83,0.434,11,33,0.333,9,11,0.818,5,33,38,28,10,3,15,11,197
56,22,0.718,240,46,80,0.575,10,28,0.357,15,21,0.714,7,35,42,28,8,5,9,17,51,27,0.654,240,40,87,0.46,12,36,0.333,12,13,0.923,11,25,36,19,3,2,11,17,221
55,22,0.714,240,38,101,0.376,14,43,0.326,9,13,0.692,15,30,45,22,4,1,13,16,53,24,0.688,240,51,91,0.56,22,43,0.512,16,20,0.8,7,40,47,28,8,5,8,18,239
52,20,0.722,240,51,98,0.52,15,43,0.349,13,24,0.542,10,44,54,24,10,4,15,14,19,54,0.26,240,36,93,0.387,9,39,0.231,13,20,0.65,8,38,46,26,7,6,19,21,224
51,20,0.718,240,43,82,0.524,16,45,0.356,16,21,0.762,7,38,45,35,3,8,12,13,35,37,0.486,240,44,99,0.444,14,34,0.412,9,12,0.75,9,32,41,25,6,4,7,15,229
50,20,0.714,240,47,89,0.528,11,32,0.344,18,26,0.692,9,35,44,26,5,4,12,16,32,38,0.457,240,54,97,0.557,22,46,0.478,9,15,0.6,8,34,42,36,5,3,8,20,262
48,18,0.727,240,44,104,0.423,19,50,0.38,11,14,0.786,20,41,61,33,8,12,16,14,37,29,0.561,240,41,104,0.394,14,36,0.389,17,17,1.0,15,32,47,20,10,4,13,12,231
45,18,0.714,240,44,83,0.53,17,34,0.5,25,28,0.893,11,32,43,30,3,3,13,23,41,22,0.651,240,42,84,0.5,18,37,0.486,31,37,0.838,9,23,32,24,5,1,5,21,263
45,17,0.726,240,49,94,0.521,26,56,0.464,15,19,0.789,8,38,46,29,4,1,8,23,26,37,0.413,240,43,94,0.457,9,33,0.273,22,29,0.759,12,38,50,22,3,5,13,18,256
43,17,0.717,240,38,87,0.437,13,45,0.289,15,21,0.714,11,34,45,15,4,7,11,20,33,29,0.532,240,40,95,0.421,8,24,0.333,13,22,0.591,19,36,55,21,4,5,12,22,205
42,17,0.712,240,47,98,0.48,19,46,0.413,15,19,0.789,10,47,57,27,6,1,10,18,32,28,0.533,240,36,92,0.391,9,40,0.225,18,25,0.72,9,36,45,21,5,5,10,17,227
40,17,0.702,265,43,90,0.478,18,42,0.429,27,35,0.771,10,42,52,29,6,3,18,23,41,17,0.707,265,46,99,0.465,17,50,0.34,16,20,0.8,8,36,44,28,8,1,13,26,256
36,17,0.679,240,46,88,0.523,14,40,0.35,17,28,0.607,10,41,51,23,6,4,12,14,29,25,0.537,240,45,101,0.446,8,31,0.258,17,21,0.81,13,31,44,23,9,2,7,23,238
35,17,0.673,240,39,90,0.433,9,37,0.243,19,27,0.704,8,45,53,16,2,0,10,17,29,26,0.527,240,39,95,0.411,13,36,0.361,14,20,0.7,9,40,49,15,8,4,7,22,211
34,17,0.667,240,43,105,0.41,15,44,0.341,23,27,0.852,16,50,66,18,7,8,12,21,15,37,0.288,240,42,111,0.378,11,39,0.282,20,26,0.769,18,44,62,27,6,6,11,24,239
33,17,0.66,240,53,96,0.552,17,43,0.395,12,20,0.6,12,45,57,27,7,4,11,18,26,25,0.51,240,41,93,0.441,13,34,0.382,15,21,0.714,8,30,38,25,7,3,12,20,245
31,17,0.646,240,37,78,0.474,13,30,0.433,20,28,0.714,7,42,49,16,11,7,22,15,34,15,0.694,240,38,97,0.392,11,34,0.324,12,16,0.75,15,36,51,21,9,5,19,21,206
29,16,0.644,240,46,86,0.535,19,39,0.487,19,21,0.905,6,36,42,24,5,5,11,19,20,25,0.444,240,46,101,0.455,13,35,0.371,17,27,0.63,20,30,50,20,7,5,9,14,252
28,16,0.636,240,48,91,0.527,23,46,0.5,13,15,0.867,9,32,41,32,9,1,13,14,23,22,0.511,240,43,84,0.512,19,40,0.475,14,15,0.933,4,33,37,29,6,5,15,17,251
25,14,0.641,240,37,84,0.44,20,48,0.417,15,24,0.625,12,33,45,22,5,4,16,18,11,29,0.275,240,53,102,0.52,20,48,0.417,12,19,0.632,13,36,49,32,11,3,5,17,247
24,13,0.649,240,48,100,0.48,11,40,0.275,16,17,0.941,15,34,49,27,8,6,12,14,17,22,0.436,240,42,97,0.433,8,27,0.296,21,23,0.913,14,32,46,27,9,4,10,16,236
23,13,0.639,240,34,96,0.354,13,49,0.265,14,15,0.933,14,30,44,22,11,3,16,15,17,21,0.447,240,50,94,0.532,7,27,0.259,11,16,0.688,12,42,54,29,9,6,17,10,213
23,12,0.657,240,43,93,0.462,14,39,0.359,23,33,0.697,20,48,68,25,5,8,21,25,16,20,0.444,240,40,92,0.435,8,30,0.267,26,34,0.765,7,29,36,18,10,5,8,28,237
21,8,0.724,240,48,90,0.533,18,38,0.474,9,11,0.818,15,39,54,30,5,3,14,13,17,15,0.531,240,39,86,0.453,16,47,0.34,3,6,0.5,7,22,29,24,5,2,14,13,220
20,7,0.741,240,45,82,0.549,12,29,0.414,26,32,0.813,12,43,55,22,8,5,21,18,14,14,0.5,240,38,95,0.4,20,50,0.4,15,19,0.789,12,25,37,25,7,2,18,22,239
18,6,0.75,240,46,96,0.479,14,33,0.424,20,24,0.833,17,33,50,34,3,2,7,15,13,10,0.565,240,43,91,0.473,12,38,0.316,15,16,0.938,8,32,40,19,2,4,8,17,239
15,6,0.714,240,50,94,0.532,17,43,0.395,12,15,0.8,10,32,42,29,2,5,9,18,9,12,0.429,240,52,96,0.542,11,26,0.423,18,24,0.75,12,32,44,32,6,4,4,16,262
14,5,0.737,240,48,86,0.558,17,37,0.459,11,15,0.733,8,32,40,28,8,5,13,24,9,10,0.474,240,41,80,0.513,17,41,0.415,16,25,0.64,6,26,32,23,6,2,13,17,239
13,5,0.722,240,42,83,0.506,15,32,0.469,18,25,0.72,8,35,43,27,4,9,13,22,12,7,0.632,240,34,87,0.391,12,33,0.364,22,26,0.846,10,31,41,12,9,2,9,17,219
12,5,0.706,240,41,90,0.456,12,38,0.316,19,25,0.76,11,37,48,24,5,3,19,17,8,10,0.444,240,43,87,0.494,18,42,0.429,14,18,0.778,5,30,35,30,9,12,13,20,231
12,4,0.75,240,47,86,0.547,9,28,0.321,16,25,0.64,10,32,42,31,12,8,14,17,10,7,0.588,240,44,93,0.473,8,29,0.276,15,19,0.789,12,28,40,19,5,3,15,17,230
11,3,0.786,240,41,86,0.477,16,39,0.41,15,27,0.556,13,39,52,26,5,6,14,16,8,6,0.571,240,36,84,0.429,12,28,0.429,14,17,0.824,6,28,34,22,7,7,8,18,211
10,3,0.769,240,34,82,0.415,6,29,0.207,32,41,0.78,11,35,46,21,4,3,15,26,9,5,0.643,240,44,92,0.478,7,20,0.35,26,30,0.867,13,32,45,23,4,4,9,23,227
9,0,1.0,240,38,90,0.422,17,47,0.362,15,17,0.882,18,37,55,23,7,6,18,16,4,5,0.444,240,36,84,0.429,12,35,0.343,10,16,0.625,9,29,38,22,6,3,15,18,202
7,0,1.0,240,43,92,0.467,10,38,0.263,20,24,0.833,15,37,52,24,17,5,16,16,2,7,0.222,240,33,79,0.418,11,31,0.355,14,15,0.933,2,33,35,18,7,3,21,22,207
6,0,1.0,240,38,87,0.437,11,40,0.275,23,29,0.793,14,36,50,20,5,5,16,21,2,6,0.25,240,41,92,0.446,8,29,0.276,18,21,0.857,13,30,43,19,9,3,12,24,218
5,0,1.0,240,45,92,0.489,14,36,0.389,19,29,0.655,14,35,49,24,8,5,11,18,4,2,0.667,240,45,94,0.479,13,29,0.448,12,15,0.8,12,30,42,19,5,2,12,23,238
4,0,1.0,240,42,109,0.385,13,45,0.289,22,27,0.815,19,41,60,23,8,8,6,23,3,2,0.6,240,37,93,0.398,12,35,0.343,22,32,0.688,13,41,54,19,6,5,12,19,227
3,0,1.0,240,39,88,0.443,10,36,0.278,22,29,0.759,14,40,54,21,8,12,18,22,1,3,0.25,240,34,86,0.395,7,27,0.259,24,30,0.8,7,30,37,23,7,6,14,24,209
2,0,1.0,240,48,85,0.565,16,31,0.516,13,21,0.619,8,39,47,29,6,10,16,22,0,3,0.0,240,36,93,0.387,16,37,0.432,17,22,0.773,15,32,47,20,9,6,12,22,230
42,40,0.512,240,39,82,0.476,13,36,0.361,22,31,0.71,8,34,42,25,7,8,17,22,42,40,0.512,240,40,90,0.444,3,21,0.143,25,29,0.862,11,38,49,18,13,3,15,24,221
39,40,0.494,240,38,79,0.481,11,26,0.423,18,23,0.783,7,40,47,29,3,5,18,17,33,45,0.423,240,43,93,0.462,9,30,0.3,12,20,0.6,11,31,42,29,12,3,10,26,212
39,39,0.5,240,41,95,0.432,13,39,0.333,16,19,0.842,12,27,39,25,10,4,16,22,39,38,0.506,240,45,90,0.5,9,22,0.409,24,30,0.8,15,38,53,28,10,5,16,17,234
37,37,0.5,240,45,92,0.489,11,26,0.423,24,29,0.828,11,31,42,27,7,3,11,20,36,37,0.493,240,45,85,0.529,12,26,0.462,22,25,0.88,9,32,41,28,6,6,16,25,249
35,35,0.5,240,37,84,0.44,12,36,0.333,16,22,0.727,8,38,46,27,3,2,13,23,48,22,0.686,240,34,84,0.405,12,40,0.3,24,30,0.8,8,36,44,20,7,5,9,22,206
34,34,0.5,265,48,98,0.49,9,30,0.3,18,29,0.621,12,35,47,29,10,6,14,21,38,29,0.567,265,42,91,0.462,16,34,0.471,24,33,0.727,12,36,48,20,7,5,14,26,247
34,33,0.507,240,34,86,0.395,11,36,0.306,15,21,0.714,6,28,34,19,9,7,11,16,43,22,0.662,240,40,81,0.494,15,25,0.6,22,23,0.957,8,46,54,21,8,6,15,17,211
31,31,0.5,240,46,93,0.495,11,33,0.333,10,16,0.625,7,38,45,25,6,11,15,20,18,43,0.295,240,43,92,0.467,10,28,0.357,25,28,0.893,11,41,52,25,10,4,11,17,234
31,30,0.508,240,39,95,0.411,8,29,0.276,20,22,0.909,16,37,53,21,8,5,18,16,28,30,0.483,240,43,95,0.453,14,35,0.4,14,17,0.824,13,36,49,25,13,6,15,14,220
29,27,0.518,240,48,87,0.552,10,27,0.37,22,30,0.733,5,29,34,33,7,3,11,23,37,17,0.685,240,34,71,0.479,6,25,0.24,24,31,0.774,3,34,37,19,6,5,21,23,226
28,27,0.509,240,40,87,0.46,16,44,0.364,24,28,0.857,12,29,41,21,7,7,20,27,21,32,0.396,240,45,85,0.529,12,23,0.522,25,38,0.658,13,29,42,23,11,3,15,24,247
28,26,0.519,265,46,106,0.434,14,50,0.28,13,24,0.542,10,43,53,26,5,7,11,23,26,25,0.51,265,38,91,0.418,11,35,0.314,27,34,0.794,9,49,58,21,7,4,17,24,233
27,26,0.509,265,43,92,0.467,12,39,0.308,13,25,0.52,8,41,49,26,7,3,18,16,28,21,0.571,265,47,99,0.475,9,30,0.3,15,22,0.682,10,40,50,20,15,3,12,21,229
27,25,0.519,240,42,80,0.525,17,37,0.459,16,21,0.762,9,35,44,25,5,2,19,26,27,21,0.563,240,37,82,0.451,9,33,0.273,27,36,0.75,10,26,36,23,5,0,9,21,227
26,25,0.51,240,44,86,0.512,13,35,0.371,10,15,0.667,9,36,45,31,12,6,19,19,31,18,0.633,240,38,93,0.409,8,33,0.242,16,19,0.842,15,32,47,22,14,2,20,12,211
24,24,0.5,240,38,83,0.458,17,41,0.415,20,24,0.833,3,27,30,20,12,9,11,26,10,36,0.217,240,38,79,0.481,9,24,0.375,19,33,0.576,15,41,56,24,4,6,21,19,217
23,24,0.489,240,45,89,0.506,17,40,0.425,21,23,0.913,8,29,37,31,12,5,15,20,20,26,0.435,240,46,87,0.529,14,28,0.5,20,27,0.741,8,30,38,26,8,6,16,19,254
22,23,0.489,240,46,101,0.455,18,41,0.439,15,18,0.833,16,25,41,28,9,6,5,20,23,24,0.489,240,45,84,0.536,13,34,0.382,23,28,0.821,14,36,50,25,0,5,18,12,251
22,22,0.5,240,45,80,0.563,9,28,0.321,11,15,0.733,4,27,31,22,10,5,13,21,27,17,0.614,240,37,76,0.487,8,28,0.286,20,23,0.87,8,32,40,24,5,2,18,17,212
21,22,0.488,240,47,90,0.522,10,28,0.357,17,20,0.85,4,33,37,24,13,3,14,22,21,23,0.477,240,41,86,0.477,14,23,0.609,20,24,0.833,9,34,43,28,10,3,19,20,237
19,21,0.475,240,46,81,0.568,13,35,0.371,23,29,0.793,10,35,45,28,4,7,19,22,21,20,0.512,240,44,100,0.44,9,25,0.36,18,27,0.667,18,22,40,22,13,3,8,19,243
18,21,0.462,240,39,76,0.513,9,24,0.375,26,36,0.722,8,25,33,25,8,6,14,30,19,18,0.514,240,33,75,0.44,9,29,0.31,31,42,0.738,12,27,39,18,8,7,16,30,219
17,21,0.447,240,45,87,0.517,13,36,0.361,21,27,0.778,11,30,41,29,7,4,11,22,24,13,0.649,240,42,91,0.462,11,29,0.379,16,20,0.8,18,27,45,27,8,1,14,21,235
16,21,0.432,240,36,83,0.434,10,34,0.294,22,26,0.846,9,30,39,17,6,5,15,22,10,29,0.256,240,43,89,0.483,10,27,0.37,20,28,0.714,15,37,52,21,6,6,14,22,220
16,16,0.5,240,42,85,0.494,8,30,0.267,7,10,0.7,8,31,39,23,7,4,13,24,16,16,0.5,240,34,75,0.453,13,39,0.333,23,27,0.852,7,32,39,17,6,3,13,12,203
16,15,0.516,240,42,89,0.472,12,31,0.387,20,24,0.833,9,35,44,19,5,4,10,24,15,16,0.484,240,31,76,0.408,19,45,0.422,25,31,0.806,8,34,42,23,5,5,15,23,222
15,15,0.5,240,57,87,0.655,23,43,0.535,13,16,0.813,4,35,39,38,5,5,12,21,11,18,0.379,240,46,88,0.523,16,38,0.421,18,24,0.75,6,24,30,31,6,1,11,16,276
12,12,0.5,240,44,93,0.473,8,23,0.348,25,27,0.926,16,35,51,25,15,2,21,21,13,12,0.52,240,39,81,0.481,19,42,0.452,18,24,0.75,4,27,31,22,10,4,19,17,236
11,12,0.478,240,47,89,0.528,10,30,0.333,24,30,0.8,12,32,44,25,13,10,23,23,10,13,0.435,240,48,93,0.516,11,26,0.423,28,35,0.8,13,29,42,26,11,5,21,18,263
11,11,0.5,240,41,89,0.461,12,39,0.308,15,19,0.789,5,24,29,26,13,11,12,25,12,9,0.571,240,37,87,0.425,9,26,0.346,18,30,0.6,20,39,59,17,7,4,24,20,210
10,10,0.5,240,39,88,0.443,14,35,0.4,22,29,0.759,6,25,31,22,7,2,14,19,11,10,0.524,240,50,87,0.575,20,47,0.426,17,20,0.85,8,39,47,36,7,6,16,26,251
9,8,0.529,240,37,85,0.435,14,47,0.298,17,20,0.85,6,34,40,30,9,6,18,25,7,11,0.389,240,35,90,0.389,11,38,0.289,20,30,0.667,12,34,46,26,9,5,15,20,206
5,7,0.417,240,41,78,0.526,9,27,0.333,26,32,0.813,8,30,38,26,4,6,19,22,8,3,0.727,240,47,97,0.485,16,35,0.457,19,20,0.95,10,26,36,31,10,3,11,21,246
5,6,0.455,240,38,81,0.469,11,41,0.268,20,24,0.833,4,35,39,28,7,8,17,18,5,5,0.5,240,39,89,0.438,19,48,0.396,23,25,0.92,9,34,43,26,13,2,16,23,227
5,5,0.5,240,49,80,0.613,15,33,0.455,16,20,0.8,9,27,36,38,11,5,24,27,1,9,0.1,240,40,84,0.476,16,38,0.421,21,31,0.677,12,21,33,27,10,0,22,18,246
4,5,0.444,240,39,92,0.424,11,41,0.268,13,17,0.765,10,37,47,22,2,4,16,25,8,0,1.0,240,41,85,0.482,17,38,0.447,16,28,0.571,7,44,51,29,7,2,13,22,217
4,2,0.667,240,41,99,0.414,13,40,0.325,16,24,0.667,14,35,49,27,13,8,10,21,0,5,0.0,240,37,89,0.416,9,29,0.31,19,27,0.704,12,43,55,20,8,5,22,21,213
3,2,0.6,240,52,80,0.65,20,34,0.588,10,16,0.625,0,30,30,37,9,6,16,19,3,2,0.6,240,43,95,0.453,16,36,0.444,20,22,0.909,14,27,41,34,6,2,16,18,256
2,2,0.5,240,38,86,0.442,8,31,0.258,22,24,0.917,10,40,50,24,7,5,16,18,3,1,0.75,240,48,105,0.457,12,37,0.324,7,13,0.538,14,36,50,37,11,0,13,21,221
1,1,0.5,265,49,107,0.458,11,33,0.333,17,23,0.739,21,39,60,20,5,7,20,22,2,0,1.0,265,49,111,0.441,20,50,0.4,14,21,0.667,19,35,54,39,11,8,13,23,258
1,0,1.0,240,39,94,0.415,10,38,0.263,27,33,0.818,14,41,55,25,6,5,14,21,0,1,0.0,240,38,99,0.384,14,45,0.311,18,22,0.818,16,41,57,22,6,6,13,26,223
47,35,0.573,240,52,108,0.481,15,40,0.375,17,22,0.773,19,34,53,29,8,8,15,24,35,47,0.427,240,46,89,0.517,19,34,0.559,30,38,0.789,8,36,44,33,8,9,15,24,277
46,33,0.582,240,46,88,0.523,13,32,0.406,13,18,0.722,7,32,39,31,12,4,11,17,34,44,0.436,240,39,79,0.494,16,37,0.432,15,18,0.833,5,33,38,26,9,5,18,18,227
44,33,0.571,240,38,76,0.5,13,31,0.419,12,23,0.522,9,38,47,22,8,3,15,14,40,37,0.519,240,35,79,0.443,13,39,0.333,9,14,0.643,6,29,35,20,5,0,11,18,193
43,33,0.566,240,50,86,0.581,17,39,0.436,20,28,0.714,7,32,39,35,11,8,10,20,18,58,0.237,240,42,87,0.483,7,26,0.269,24,29,0.828,13,27,40,24,6,4,14,18,252
42,31,0.575,240,48,85,0.565,14,28,0.5,24,28,0.857,7,27,34,26,7,3,16,22,36,37,0.493,240,51,83,0.614,14,24,0.583,24,32,0.75,7,27,34,34,9,4,15,24,274
42,30,0.583,240,41,83,0.494,9,32,0.281,25,28,0.893,15,28,43,23,9,4,12,16,47,24,0.662,240,43,84,0.512,12,33,0.364,12,15,0.8,6,27,33,30,3,2,13,21,226
39,28,0.582,240,38,89,0.427,11,40,0.275,18,24,0.75,10,29,39,18,3,4,8,18,21,46,0.313,240,42,85,0.494,12,32,0.375,16,21,0.762,10,32,42,27,2,5,10,20,217
37,27,0.578,240,54,89,0.607,20,35,0.571,14,21,0.667,7,39,46,28,5,3,16,21,34,28,0.548,240,42,90,0.467,15,39,0.385,19,20,0.95,5,26,31,26,6,5,12,21,260
36,27,0.571,240,37,78,0.474,12,31,0.387,23,34,0.676,7,37,44,20,6,3,11,11,44,18,0.71,240,37,84,0.44,9,42,0.214,11,14,0.786,7,28,35,21,5,8,11,22,203
35,27,0.565,240,45,88,0.511,19,48,0.396,19,23,0.826,11,43,54,24,1,7,19,22,30,31,0.492,240,40,102,0.392,8,38,0.211,18,21,0.857,13,26,39,25,11,0,7,15,234
32,27,0.542,240,45,82,0.549,15,34,0.441,19,26,0.731,6,32,38,18,4,3,8,24,33,24,0.579,240,35,78,0.449,12,29,0.414,24,33,0.727,10,29,39,18,3,3,10,19,230
31,27,0.534,240,43,95,0.453,12,36,0.333,28,38,0.737,20,32,52,18,6,4,6,24,28,30,0.483,240,45,88,0.511,9,32,0.281,21,28,0.75,11,27,38,23,3,7,10,24,246
